vid,pid,uid,video_height,video_width,video_duration,video_ratio,video_format,music_title,music_duration,post_content,post_location,post_suggested_words,post_text_language,video_path,post_time,user_following_count,user_follower_count,user_likes_count,user_video_count,user_digg_count,user_heart_count,user_friend_count,popularity,total_frames,frame_rate,has_face,face_frame_rate,avg_faces_per_frame,multi_person_ratio,avg_face_area_ratio,max_face_area_ratio,close_up_ratio,dominant_emotion,emotion_distribution
VIDEO00004137,POST00003113,USER00000572,1024,576,7,540p,mp4,original sound,7,,US,"['damian lillard', 'damian lillard trade', 'Damian Lillard Requests Trade From Blazers', 'Basketball', 'Damian Lillard Seeks Trade From Portland', 'damian lillard shoes', 'Basketball NBA', 'nba', 'Sports NBA', 'damianlillard wife']",en,train/USER00000572/VIDEO00004137.mp4,2023-07-01 16:55,199,50300000,-1889934592,33700,12500,-1889934592,0,10.4,212.0,30.0,1,1.0,1.0,0.0,0.0347,0.0355,0.0,none,{}
VIDEO00002475,POST00001575,USER00000267,1024,576,20,540p,mp4,Fly Eagles Fly - Philadelphia Eagles,37,"Eagles,Fans,Can,t,Be,Stopped,comedy,philadelphiaeagles,philadelphia,philly,phillytiktok,fyp,Superbowl",US,"['eagles fans', 'Philadelphia Eagles Super Bowl', 'philadelphia eagles', 'philly eagles', 'eagles', 'superbowl', 'philadelphia fans', 'philadelphia eagles game', 'Philadelphia Eagles To The Super Bowl', 'philly fans']",en,train/USER00000267/VIDEO00002475.mp4,2023-02-08 04:55,966,67100,2900000,351,20300,2900000,0,9.68,617.0,30.0,1,1.05,5.9524,1.0,0.0012,0.0076,0.0,none,{}
VIDEO00003007,POST00002077,USER00002485,1280,720,7,720p,mp4,The Purge,60,"Ugh,thanks,mom,Tornado,warning,in,Philly,tornado,philly,philadelphia,tornadowarning,weather,severeweather,relatable,phillytok",US,[],en,train/USER00002485/VIDEO00003007.mp4,2023-04-02 00:13,1890,142300,10500000,1191,40800,10500000,0,12.83,229.0,30.0,1,0.4286,1.3333,0.3333,0.0038,0.0072,0.0,none,{}
VIDEO00003302,POST00002342,USER00000233,1280,720,12,720p,mp4,original sound,12,"IT,TRULY,WAS,A,GREAT,NIGHT,THANKS,FOR,CELEBRATING,WITH,US,JASON,gobirds,philadelphiaeagles,flyeaglesfly,Eagles,TPSG,philadelphiaeagles,NFLDraft,nfldraft2023,thephillysportsguy,KansasCity,goeagles,NFL,nfl,espn,nflnetwork,eaglesfootball,EAF,phillysports,superfan,UnionStationKC,jalenCarter",US,"['Jason Kelce', 'philadelphia eagles', 'Eagles Fan', 'philly eagles', 'eagles', 'philadelphia fans', 'philadelphia eagles game', 'Eagles Celebration', 'thephillysportsguy', 'philly fans']",en,train/USER00000233/VIDEO00003302.mp4,2023-04-28 14:30,454,303200,7200000,2333,6892,7200000,0,9.58,370.0,30.0,1,1.0833,4.1538,0.9231,0.0245,0.1166,0.0,angry,"{'angry': 0.5, 'happy': 0.5}"
VIDEO00002046,POST00001172,USER00002092,1024,576,8,540p,mp4,Love me transition,10,"Leaving,my,camera,at,home,is,always,my,biggest,regret,travelphotography,amalficoast,italiansummer,visititaly,italytravel",US,"['Canon Rebel T6', 'Travel Camera', 'camera', 'photography', 'Photography Camera', 'Camera For Travel', 'amalfi coast italy', 'camera for pictures', 'Taking Pictures With IPhone', 'travel tiktok']",en,train/USER00002092/VIDEO00002046.mp4,2022-12-22 21:52,371,39200,2500000,813,21400,2500000,0,8.91,243.0,30.0,1,0.625,1.0,0.0,0.0014,0.0014,0.0,none,{}
VIDEO00002812,POST00001894,USER00001895,1024,576,9,540p,mp4,original sound,9,"Iphones,will,never,compare,to,digital,cameras,travelphotographer,travelphotography,photographytips,backpacking,backpackingasia,budgetbackpacking,photographer,photoshopediting,japantraveltips,japan,japan,tokyo,photogallery,japanphotography",GB,"['photography', 'digital camera photos vs iphone', 'canon g7x', 'Photography Camera', 'Taking Pictures With IPhone', 'canon camera', 'Japan', 'Mobile Photography', 'canon g7x pictures', 'digital camera']",en,train/USER00001895/VIDEO00002812.mp4,2023-03-14 22:58,30,4685,383900,222,447,383900,0,8.76,274.0,30.0,1,0.3333,1.0,0.0,0.0005,0.0005,0.0,none,{}
VIDEO00003817,POST00002813,USER00000758,1024,576,78,540p,mp4,original sound,77,"a,breakdown,of,travel,photography,pricing,Dont,forget,to,charge,for,your,travel,time,too,travel,travelphotography,photographer,photography,photoshoot,photographytricks,photography101",US,[],en,train/USER00000758/VIDEO00003817.mp4,2023-06-05 15:00,409,259800,6500000,1610,12200,6500000,0,6.83,2340.0,30.0,1,1.013,1.0641,0.0641,0.0712,0.3004,0.0128,neutral,"{'happy': 0.0833, 'neutral': 0.6667, 'sad': 0.0833, 'surprise': 0.1667}"
VIDEO00004315,POST00003279,USER00001025,1024,576,6,540p,mp4,Hi,7,"just,one,of,my,favorite,pictures,more,shots,giuliogroebert,photographer,photography,photographers,landscapephotography,iceland,iamaphotographer,learnphotography,streetphotography,fotografie,travelphotography",AT,[],en,train/USER00001025/VIDEO00004315.mp4,2023-07-13 18:29,57,826400,27500000,740,598,27500000,0,8.17,182.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00002780,POST00001863,USER00003010,1280,720,6,720p,mp4,som original,7,"A,place,to,calm,the,seattle,washington,nature,cinematic,photography,mountain,alpine,adventure,wander,travel,backpacking,pnw,winter,gopro",US,"['Seattle Washington', 'nature', 'Photography', 'Seattle Washington Nature', 'Cinematic Videos', 'Nature TikTok', 'Washington Nature', 'Nature Views', 'Nature Landscapes', 'seattle']",en,train/USER00003010/VIDEO00002780.mp4,2023-03-12 06:36,248,4517,139300,134,6511,139300,0,9.95,411.0,59.94,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00004168,POST00003142,USER00001068,1024,576,9,540p,mp4,original sound,16,"Travelling,around,the,world,capturing,memories,I,use,the,Sony,alpha,a6600,camera,with,a,lens,most,of,the,time,my,best,travel,companion,travelphotography,travelphotographer,travellife,traveltheworld,sonyphotographer,sonyalphafemale,femaletravelbloggers,sonyalpha",GB,[],en,train/USER00001068/VIDEO00004168.mp4,2023-07-03 16:13,137,81300,6400000,801,5355,6400000,0,7.44,301.0,30.0,1,0.2222,1.5,0.5,0.0015,0.0018,0.0,none,{}
VIDEO00003622,POST00002637,USER00001971,860,576,12,540p,mp4,original sound,12,"portugal,favorites,on,ze,35mm,europe,travel,beach,35mm,analog,filmphotography,travelphotography,traveldiary,traveltok,travelbucketlist,fyp",US,[],en,train/USER00001971/VIDEO00003622.mp4,2023-05-23 01:53,206,4868,462000,93,1504,462000,0,4.22,366.0,29.97002997002997,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00002092,POST00001214,USER00000853,1024,576,68,540p,mp4,cardigan,60,"Documenting,this,year,through,my,photos,traveltiktok,photographer,tiktokphotography,dreamyphotography,cinematic",GB,[],en,train/USER00000853/VIDEO00002092.mp4,2022-12-29 10:33,125,135700,3700000,1408,718,3700000,0,4.11,2043.0,30.0,1,0.4559,1.3871,0.2581,0.0174,0.0759,0.0,happy,{'happy': 1.0}
VIDEO00003921,POST00002913,USER00003928,1024,576,44,540p,mp4,Similar Sensation (Instrumental),156,"The,best,lens,for,travel,photography,travelphotography,travelphotographer,travelphoto,fujifilm,35mm,35mmphotography,35mmlens",AU,"['fujifilm xt30 ii', 'Camera Lenses', 'lenses', 'photography', 'fujifilm', 'Photography Tips', 'Best Camera Lenses', '35 Mm Camera Film', 'Fujifilm Camera', 'Photography Camera']",en,train/USER00003928/VIDEO00003921.mp4,2023-06-15 14:30,192,47500,1600000,637,9507,1600000,0,6.41,1343.0,30.0,1,0.7045,1.0645,0.0645,0.0601,0.0884,0.0,none,{}
VIDEO00004586,POST00003536,USER00003390,1024,576,14,540p,mp4,original sound,28,"Some,of,my,all,time,favourite,landscape,shots,all,taken,on,Sony,a6000,with,Sigma,and,Sigma,30mm,lenses,travelphotographer,travelphotography,travelphoto,travelphotos,traveltok,traveltiktok,travellife",GB,[],en,train/USER00003390/VIDEO00004586.mp4,2023-07-31 11:31,118,48300,3000000,420,3089,3000000,0,6.64,424.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00001319,POST00000493,USER00001058,1024,576,17,540p,mp4,original sound,17,"yh,drones,are,dope,dronephotography,dronevideo,travelphotography,dolomites",GB,[],en,train/USER00001058/VIDEO00001319.mp4,2022-08-12 20:23,54,444700,6500000,338,12100,6500000,0,9.05,517.0,29.97002997002997,1,0.2353,1.25,0.25,0.002,0.0025,0.0,none,{}
VIDEO00003056,POST00002121,USER00001463,1024,576,9,540p,mp4,original sound,9,"Found,this,in,my,drafts,i,miss,naturephotography,landscapephotography,adventure,canada,photography,photomagic,photoshoot,photographer,photoshootideas,nature,travel,travelphotography,travelphotographer",CA,"[""I'm A Photographer And Took This Photo"", ""i'm a photographer and took this photo template"", 'im a photographer', 'Photographer', 'i am a photographer and i took this photo', 'photoshoot', 'nature', ""i'm a photographer i take this photo"", ""hi i'm a photographer and i took this"", 'Nature Landscapes']",en,train/USER00001463/VIDEO00003056.mp4,2023-04-06 16:20,547,205100,8300000,433,18700,8300000,0,8.82,285.0,30.0,1,0.4444,1.0,0.0,0.0945,0.131,0.0,none,{}
VIDEO00004647,POST00003592,USER00000086,1024,576,16,540p,mp4,sidewalks and skeletons goth,25,"Save,this,photo,inspo,for,when,planning,your,Iceland,Adventure,Alll,my,camera,gear,is,Iinked,in,my,mazon,st0refront,iceland,travelphotography,icelandtravel,icelanditinerary,goldencircle,selfportrait",US,[],en,train/USER00000086/VIDEO00004647.mp4,2023-08-03 16:14,547,1000000,35900000,1614,117500,35900000,0,6.75,510.0,30.0,1,0.25,1.25,0.25,0.0024,0.009,0.0,none,{}
VIDEO00000889,POST00000094,USER00000929,1024,576,18,540p,mp4,original sound,18,"So,you,want,to,become,a,travel,photographer,photographytips",AU,[],en,train/USER00000929/VIDEO00000889.mp4,2022-02-27 13:13,44,294100,3700000,1034,1022,3700000,0,6.5,470.0,25.0,1,0.8889,1.0625,0.0625,0.0605,0.1464,0.0,fear,{'fear': 1.0}
VIDEO00003480,POST00002504,USER00004639,1024,576,11,540p,mp4,original sound - K&F Concept,14,"Landscape,photographer,s,before,and,after,kfconcept,kfconceptshop,kfconceptprofiltersystem,kfconceptfilter,lensfilter,landscapephotography,outdoorphotography,sunsetlover,sunsetphotography,longexposurephotography,beforeandafter,travelphotography,photographerlife",GB,[],en,train/USER00004639/VIDEO00003480.mp4,2023-05-12 15:43,22,21700,303500,293,2098,303500,0,9.34,354.0,30.0,1,0.2727,1.0,0.0,0.0012,0.0013,0.0,none,{}
VIDEO00003724,POST00002731,USER00002082,1024,576,30,540p,mp4,Resonance,60,"3,Tips,for,Making,Cinematic,Travel,Videos,I,hope,to,keep,sharing,everything,i,ve,learned,the,past,few,years,while,traveling,and,filming,It,s,definitely,something,i,m,super,passionate,about,Let,me,know,if,you,found,this,helpful,and,anything,you,d,like,to,learn,from,me,travel,sonyalpha,howto,tutorial,dji,videography,cinematography,travelphotography,tipsandtricks",US,"['Cinematic Videos', 'Travel Videography', 'Travel Video', 'Videography Tips', 'Cinematography Tips', 'cinematography', 'Videography', 'Cinematic', 'Traveling Videos', 'Videography Tips And Tricks']",en,train/USER00002082/VIDEO00003724.mp4,2023-05-30 00:06,619,17000,349400,190,6284,349400,0,7.54,913.0,30.0,1,0.6,1.2778,0.2222,0.0837,0.1484,0.0,neutral,"{'neutral': 0.5, 'sad': 0.1667, 'surprise': 0.3333}"
VIDEO00000808,POST00000020,USER00001032,1024,576,15,540p,mp4,original sound,15,"More,then,200,photos,that,I,ve,taken,over,the,last,year,photographer,travelphotography,incrediblephotography,montage,drone,vanlife,fyp,views",US,[],en,train/USER00001032/VIDEO00000808.mp4,2022-01-14 21:01,1688,115500,5300000,289,65600,5300000,0,7.39,455.0,30.0,1,0.2,1.0,0.0,0.0008,0.0014,0.0,none,{}
VIDEO00003965,POST00002956,USER00001248,1024,576,16,540p,mp4,som original,37,"rainy,day,hikes,pnw,wahclellafallstrail,oregon,oregoncoast,rainyday",US,"['oregon', 'Portland Oregon', 'Silver Falls Oregon', 'oregon coast', 'hiking', 'Oregon Hiking Trails', 'trail', 'Hiking Trails', 'Rainy Day', 'Day Hiking']",en,train/USER00001248/VIDEO00003965.mp4,2023-06-19 03:05,114,3203,360900,13,91800,360900,0,11.16,964.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00001696,POST00000854,USER00002764,1024,576,12,540p,mp4,sonido original,59,"6,42,AM,Oregon,Coast",US,"['Oregon Coast', 'oregon', 'Oregon Landscapes', 'Oregon US state', 'Oregon Coast Road Trip', 'Visit Oregon Coast', 'fall in oregon', 'portland oregon', 'Brookings Oregon', 'Oregon Travel']",en,train/USER00002764/VIDEO00001696.mp4,2022-10-22 02:22,402,1600000,67000000,693,16600,67000000,0,11.02,366.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00000927,POST00000126,USER00002661,1024,576,36,540p,mp4,Upside Down,60,"Oregon,Coast,Aquarium,is,worth,the,stop,pnw,pnwonderland,oregon,oregoncoastaquarium,oregoncoast,newportoregon,pacificnorthwest,aquarium,pnwlife",US,[],en,train/USER00002661/VIDEO00000927.mp4,2022-03-15 01:50,50,53400,677400,229,343,677400,0,9.03,1092.0,30.0,1,0.1111,1.0,0.0,0.0038,0.0054,0.0,none,{}
VIDEO00002708,POST00001794,USER00002013,1024,576,7,540p,mp4,David Kushner Daylight,60,"the,most,therapeutic,view,travel,pacificnorthwest,forest,ocean,relaxation,oregoncoast,pnw,highway101",US,[],en,train/USER00002013/VIDEO00002708.mp4,2023-03-05 21:36,692,165000,31400000,518,11900,31400000,0,12.56,217.0,30.0,1,0.1429,1.0,0.0,0.0063,0.0063,0.0,none,{}
VIDEO00003171,POST00002226,USER00000450,1280,720,8,720p,mp4,Forever,60,"astoriaoregon,oregoncoast,oregontiktok,traveloregoncoast",US,[],un,train/USER00000450/VIDEO00003171.mp4,2023-04-17 18:31,298,261,6676,83,3968,6676,0,6.26,270.0,30.0,1,0.25,1.0,0.0,0.0075,0.0104,0.0,none,{}
VIDEO00004539,POST00003490,USER00002316,1024,576,24,540p,mp4,original sound,24,"Beautiful,morning,on,the,Oregon,coast,oregoncoast,oregonexplored,pacificocean,beachvibes,starfish",US,[],en,train/USER00002316/VIDEO00004539.mp4,2023-07-27 23:14,594,1965,38500,444,2422,38500,0,6.86,722.0,29.97002997002997,1,0.2083,1.0,0.0,0.0013,0.0021,0.0,none,{}
VIDEO00004169,POST00003143,USER00000766,1024,576,19,540p,mp4,hospital beach,40,"a,5,hour,drive,from,Portland,and,I,was,able,to,cross,off,so,many,bucketlist,items,oregoncoast,hwy101oregon,samuelhboardman,thorswell,devilspunchbowl,oregon,portlandor,pdx,oregondunes,facerockbeach",US,"['Oregon Coast', 'Cannon Beach, Oregon', 'oregon coast road trip', 'natural bridges oregon', 'oregon sand dunes', 'sisters rock oregon', 'devils punchbowl', 'portland oregon', 'florence oregon', 'seaside oregon']",en,train/USER00000766/VIDEO00004169.mp4,2023-07-03 16:54,541,38300,2100000,337,3624,2100000,0,10.04,1139.0,60.0,1,0.0556,1.0,0.0,0.0007,0.0007,0.0,none,{}
VIDEO00001082,POST00000272,USER00002697,1024,576,24,540p,mp4,Follow Through,53,"Location,in,the,video,oregoncoastvibes,dronetiktok,sunsetlover,adventuretok",US,[],en,train/USER00002697/VIDEO00001082.mp4,2022-05-25 00:45,296,2252,29700,80,492,29700,0,3.21,1469.0,59.94,1,0.0417,1.0,0.0,0.0037,0.0037,0.0,none,{}
VIDEO00003902,POST00002895,USER00000898,1024,576,31,540p,mp4,Would That I (True that I saw her hair like the branch of a tree),60,"Yosemite,you,are,a,different,world,yosemite,yosemitenationalpark,nationalpark,wildnerness,travelbucketlist,nature,waterfalls",US,"['Yosemite National Park', 'sequoia national park', 'yellowstone national park', 'yosemite', 'zion national park', 'Redwood National Park', 'yosemite national park winter', 'Half Dome Yosemite', 'joshua tree national park', 'yosemite in december']",en,train/USER00000898/VIDEO00003902.mp4,2023-06-13 05:14,1605,2761,230300,10,63000,230300,0,11.0,952.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00001079,POST00000269,USER00002853,1092,576,7,540p,mp4,Pluto Projector,60,"Busy,Night,night,timelapse,mood,beauty,nationalpark,mountain,outdoors,yosemite,nature,stars",US,[],en,train/USER00002853/VIDEO00001079.mp4,2022-05-23 01:28,52,70200,752900,370,5875,752900,0,5.47,234.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00004021,POST00003008,USER00002850,1024,576,19,540p,mp4,original sound,19,"the,waterfalls,are,PUMPING,yosemitenationalpark,yosemite,yosemitefalls,yosemitevalley,yosemiteflooding,yosemitecalifornia,yosemitehiking",US,"['Yosemite National Park', 'yosemite', 'yosemite falls', 'Waterfalls', 'Water California', 'california flood', 'floods in california', 'National Parks California', 'National Park', 'california']",en,train/USER00002850/VIDEO00004021.mp4,2023-06-22 23:50,1304,82900,8900000,888,42900,8900000,0,10.0,577.0,30.0,1,0.1053,1.0,0.0,0.0009,0.0012,0.0,none,{}
VIDEO00004210,POST00003180,USER00003318,1024,576,56,540p,mp4,Vagabond,60,"Grand,Tour,Trail,yosemite,yosemitenationalpark,yosemitevalley,halfdome,valleylooptrail,fourmiletrail,nevadafalls,vernalfalls,misttrail,hiking,hikingadventures,hikingtok,granola,granolatok,glacierpoint,unionpoint",US,[],gl,train/USER00003318/VIDEO00004210.mp4,2023-07-07 02:17,225,995,110700,153,8378,110700,0,9.24,1689.0,30.0,1,0.3214,1.0556,0.0556,0.006,0.0303,0.0,none,{}
VIDEO00003923,POST00002915,USER00002850,1024,576,5,540p,mp4,оригинальный звук,13,"who,needs,caffeine,when,you,have,the,exhilaration,of,waterfalls,yosemitenationalpark,yosemite,waterfallsoftiktok,yosemitewaterfalls,yosemitefalls,outdoorsygals,outdoorsygirls,naturegirls,naturegirlsummer,nationalparkcalifornia,yosemitelowerfalls,explorewithme,adventuretravel",US,[],en,train/USER00002850/VIDEO00003923.mp4,2023-06-15 17:02,1304,82900,8900000,888,42900,8900000,0,7.33,170.0,30.0,1,0.8,1.0,0.0,0.0168,0.0293,0.0,none,{}
VIDEO00003979,POST00002969,USER00001167,1024,576,60,540p,mp4,Baianá,60,"How,i,secured,the,cheapest,rent,in,California,with,the,best,cheaprent,seasonalworker,yosemitenationalpark",US,[],en,train/USER00001167/VIDEO00003979.mp4,2023-06-19 23:59,482,332600,9100000,517,5485,9100000,0,10.36,3643.0,59.94,1,0.8689,1.3019,0.2075,0.0867,0.2012,0.0,surprise,{'surprise': 1.0}
VIDEO00004851,POST00003776,USER00004455,1024,576,57,540p,mp4,Theme From A Summer Place,60,"I,about,to,breakdown,how,we,spent,our,weekend,at,Autocamp,Yosemite,This,is,part,ONE,We,spent,3,days,and,2,nights,here,from,Thursday,to,Saturday,last,May,and,they,are,so,we,brought,our,frenchie,along,too,We,always,been,curious,about,vanlife,and,this,was,a,very,luxe,way,to,test,it,lol,Follow,for,part,TWO,airstream,tour,travelugc,autocamp,glamping,westcoastglamping,californiaglamping,autocampreview,yosemite,yosemiteglamping,travelugccreator",US,[],en,train/USER00004455/VIDEO00004851.mp4,2023-08-17 21:42,316,6624,169500,77,2579,169500,0,9.58,1737.0,30.0,1,0.1228,1.1429,0.1429,0.0028,0.0048,0.0,none,{}
VIDEO00004336,POST00003297,USER00000460,1024,576,116,540p,mp4,Scary,60,"greenscreen,greenscreenvideo,truecrime,yosemitenationalpark,hikers,scary,fyp,danielleburnett",US,"['half dome', 'yosemite halfdome', 'half dome hike in yosemite', 'danielle burnett', 'Yosemite National Park', 'yosemite national park half dome', 'Yosemite', 'danielle burnett tragedy', 'Hiking', 'half dome yosemite park']",un,train/USER00000460/VIDEO00004336.mp4,2023-07-14 20:42,919,6205,561100,72,9093,561100,0,10.92,3493.0,30.0,1,1.0086,1.0855,0.0855,0.1224,0.2741,0.0,neutral,"{'happy': 0.0909, 'neutral': 0.7273, 'sad': 0.1818}"
VIDEO00002139,POST00001256,USER00004203,1024,576,25,540p,mp4,Einaudi: Experience,60,"Yosemite,yosemite,wildlife,nature,california,yosemitenationalpark,yosemitefalls,yosemitevalley,yosemitehiking,yosemite4x4,sellwfreddy",US,[],en,train/USER00004203/VIDEO00002139.mp4,2023-01-02 04:05,35,264,6147,303,2678,6147,0,6.6,769.0,30.0,1,0.04,1.0,0.0,0.0006,0.0006,0.0,none,{}
VIDEO00002620,POST00001710,USER00004122,1024,576,14,540p,mp4,Free Mind,60,"Yosemite,Falls,in,July,yosemitenationalpark,yosemite,yosemitefalls,yosemitefalls,yosemitevalley,yosemitehiking,yosemitecalifornia,california,californianationalparks,nationalparksusa,nationalparkservice,nationalparktrip,nationalparktraveler,travelthenationalparks,nationalparkadventures",US,[],en,train/USER00004122/VIDEO00002620.mp4,2023-02-24 01:07,76,65,2675,26,11900,2675,0,3.6,428.0,29.97002997002997,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00003792,POST00002792,USER00003492,1024,576,8,540p,mp4,original sound,8,"BridalveilFall,in,YosemiteNationalPark,gushes,as,record,snow,that,fell,during,the,winter,melts,over,MemorialDayweekend,yosemite,nationalpark,waterfall,nature,california",US,[],en,train/USER00003492/VIDEO00003792.mp4,2023-06-03 21:46,23,1300000,24200000,2361,142,24200000,0,3.96,517.0,59.94,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00004640,POST00003586,USER00002849,1024,576,33,540p,mp4,Stolen Dance (Instrumental),59,"Yosemite,has,been,on,my,bucket,list,for,years,so,finally,seeing,it,in,person,was,such,a,dream,It,s,one,of,the,best,places,to,see,in,visitcalifornia,and,here,s,what,I,recommend,doing,on,your,first,visit,A,D,The,Yosemite,Valley,tour,is,2,hours,and,takes,you,to,some,of,the,most,popular,spots,in,the,park,so,you,can,take,photos,learn,about,the,history,Hike,to,the,top,of,Columbia,Rock,It,s,miles,round,trip,and,is,all,uphill,on,the,way,there,ft,elevation,gain,but,so,worth,it,because,the,views,were,incredible,And,you,can,see,half,dome,in,the,distance,on,a,clear,day,Hike,to,Lower,Yosemite,Falls,This,is,a,great,beginner,friendly,trail,and,showcases,this,beautiful,waterfall,up,close,a,hiking,tour,with,echocooperative,Tunnel,View,is,one,of,the,most,iconic,spots,in,the,park,so,you,can,t,miss,this,epic,view,Have,dinner,at,the,Mountain,Room,it,was,the,best,food,I,had,the,whole,trip,I,recommend,the,Salmon,and,house,red,wine,Is,Yosemite,on,your,list,visitcalifornia,california,yosemitenationalpark",US,"['yosemite national park', 'Sequoia National Park', 'Yellowstone National Park', 'yosemite', 'Zion National Park', 'lower yosemite falls', 'yosemite things to do', 'yosemite in december', 'redwood national park', 'glacier point yosemite']",en,train/USER00002849/VIDEO00004640.mp4,2023-08-03 02:15,393,151100,2500000,329,5897,2500000,0,9.11,992.0,30.0,1,0.3333,1.0,0.0,0.0124,0.0739,0.0,happy,{'happy': 1.0}
VIDEO00003061,POST00002125,USER00001092,1024,576,60,540p,mp4,son original,60,"Have,a,good,trip,in,China,but,remember,these,travelinchina,chinatravel,chinesefood,china,karissaeats",FR,"['china', 'china travel', 'squat toilet', 'chinese street food', 'Street Food', 'Chinese Restaurant', 'asian food', 'asian street food', 'chinese chinese food', 'food and travel']",en,train/USER00001092/VIDEO00003061.mp4,2023-04-06 21:45,182,184600,1400000,176,1271,1400000,0,12.48,1825.0,30.0,1,0.9833,1.0508,0.0339,0.1846,0.2426,0.0,happy,"{'happy': 0.8529, 'sad': 0.1471}"
VIDEO00004805,POST00003736,USER00001690,1024,576,42,540p,mp4,original sound,42,"Zhangjiajie,the,real,Pandora,mountains,china,coolplaces,village,avatar,pandora,hallelujahmountains,traveldestination,zhangjiajie,chinatravel,travelchina,chinatrip,trending,fyp,chinesewithmia,attractions,hunan,chineseculture,relaxing,traveltiktok,traveltok,travelphotography,vacationspots,avatarthewayofwater,naturalwonders,wondersofnature,beautifulmountains,mountains,zhangjiajienationalpark",US,[],en,train/USER00001690/VIDEO00004805.mp4,2023-08-14 00:57,739,525700,20000000,581,33100,20000000,0,11.28,1275.0,30.0,1,0.3571,1.1333,0.1333,0.0175,0.0247,0.0,none,{}
VIDEO00003672,POST00002684,USER00001188,1024,576,33,540p,mp4,Simpsonwave 1995 spaceshipsounds,45,"Replying,to,nmixxbiggestan,true,can,not,believe,that,people,still,dont,know,about,Chongqing,existence,But,i,am,sure,that,soon,everyone,will,Literally,so,safe,full,of,mountains,and,beautiful,surroundings,Wow,chinalife,foreignerinchina,chongqing,china,realchina",IT,[],en,train/USER00001188/VIDEO00003672.mp4,2023-05-25 17:49,16,156800,8200000,725,14800,8200000,0,13.3,994.0,30.0,1,0.6364,1.9048,0.5238,0.0037,0.0124,0.0,none,{}
VIDEO00004764,POST00003700,USER00004779,1024,576,12,540p,mp4,original sound,12,"China,chinatiktokvideo,viral,travelilinglife,viralthisvideo,amazingvideo,realbeauty,china,viralfypage,unpreezmyacount,realbeaatychina,viral",PK,"['china', 'china tiktok videos', 'china videos', 'china city view', 'china travel', 'china country videos', 'Travel Videos', 'Travelling Videos', 'Traveling TikTok Videos', 'Beautiful Places In The World']",en,train/USER00004779/VIDEO00004764.mp4,2023-08-11 15:56,4,664700,12800000,1040,1793,12800000,0,11.22,370.0,30.0,1,1.0833,1.6923,0.6154,0.0016,0.0056,0.0,none,{}
VIDEO00004513,POST00003465,USER00004288,1024,576,8,540p,mp4,original sound,12,"Ocean,Park,in,Zhuhai,city,cyberpunk,park,neonlights,infrastructure,future,cityview,travel,china,fyp,zhuhai",CA,"['ocean park zhuhai', 'zhuhai ocean park in china', 'ocean park', 'china', 'china travel', 'cyberpunk china', 'China Cyberpunk City', 'cyberpunk', 'Beautiful Places In China', 'china sphere']",en,train/USER00004288/VIDEO00004513.mp4,2023-07-26 02:13,94,706600,31800000,174,3591,31800000,0,9.99,244.0,30.0,1,0.625,1.2,0.2,0.0014,0.0029,0.0,none,{}
VIDEO00003300,POST00002340,USER00004597,1280,720,7,720p,mp4,Something in the Orange (Z&E's Version),60,"Clingmans,Dome,Great,Smoky,Mountains,National,Park,TN,nature,explore,views,photography,usa,sunset,watch,tenessee,hike,favorite,somethingintheorange,fyp",US,[],en,train/USER00004597/VIDEO00003300.mp4,2023-04-28 11:56,51,197,6136,129,41,6136,0,6.65,481.0,59.94,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00003638,POST00002652,USER00004775,1024,576,34,540p,mp4,original sound,34,"Take,a,second,to,decompress,and,relax,in,the,Great,Smoky,Mountains,drone,aerialphotography,mountains,greatsmokymountains,tennessee,travel,nationalpark",US,[],en,train/USER00004775/VIDEO00003638.mp4,2023-05-24 01:49,8,49,273,6,181,273,0,2.72,836.0,23.976023976023978,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00000792,POST00000005,USER00000952,1024,576,17,540p,mp4,Paradise,60,"First,time,ever,seeing,snow,sevierville,gatlinburg,pidgenforge,smokymountainstennessee,godscountry,winter,snow",US,[],en,train/USER00000952/VIDEO00000792.mp4,2022-01-04 04:14,1440,155,631,2,104700,631,0,5.93,517.0,30.0,1,0.2941,1.0,0.0,0.0012,0.0027,0.0,none,{}
